Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
28.4,6,104.3,42.35549783794592,0.1,0.0,0.0,0.4,0.9,0.0,0.0,9,0,1,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1777,66,364,177.7,125.2021032837175,177.7,0.0273809909820556,10,15675.566666666668,BENIGN
29.6,6,183.3,146.67090958047606,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6690,66,2962,669.0,1209.5704471698482,669.0,0.0068181991577148,10,1463060.6666666667,BENIGN
32.0,6,180.5,828.079208702691,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3556,66,1514,355.6,610.5304069231752,355.6,0.0012169122695922,10,372747.3777777779,BENIGN
20.0,6,106.5,148.25786657052166,0.0,0.1,0.1,0.1,0.4,0.1,0.1,4,1,0,1,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1609,60,445,160.9,135.31810259122352,160.9,0.0067451000213623,10,18310.988888888893,BENIGN
32.0,6,64.0,2120.370052070168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,1514,1514,1514.0,0.0,1514.0,0.0004823207855224,10,0.0,BENIGN
32.0,6,164.2,1131.6077161742885,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8877,66,2962,887.7,1140.610952272704,887.7,0.0008999109268188,10,1300993.3444444449,BENIGN
9.6,17,57.6,73.14272959205917,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.9,0.9,904,60,218,90.4,64.15121025964964,90.4,0.015282392501831,10,4115.377777777779,BENIGN
32.0,6,231.0,7937.7441332324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0001260995864868,10,0.0,BENIGN
32.0,6,64.0,313007.7611940298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,3.2901763916015627e-06,10,0.0,BENIGN
27.2,6,80.8,280.7789477912184,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,12338,60,2962,1233.8,1132.06731248632,1233.8,0.0036208152770996,10,1281576.3999999997,BENIGN
25.2,6,130.7,73.58131163128505,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,2259,60,1415,225.9,420.6221450291091,225.9,0.0157670021057128,10,176922.98888888888,BENIGN
32.0,6,63.6,405.27025721297855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13692,66,1514,1369.2,457.8978051923814,1369.2,0.0024675846099853,10,209670.40000000005,BENIGN
24.8,6,82.7,277.683884379593,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,15761,60,4410,1576.1,1666.1742239167083,1576.1,0.0036447048187255,10,2776136.544444445,BENIGN
29.6,6,98.2,210.24290970335545,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,9377,66,1514,937.7,744.0471983236905,937.7,0.0056618928909301,10,553606.2333333333,BENIGN
27.6,6,98.1,99.08819012969832,0.1,0.2,0.0,0.3,0.7,0.0,0.0,7,2,1,0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,986,66,193,98.6,44.744211295366966,98.6,0.0148742198944091,10,2002.0444444444447,BENIGN
15.2,17,119.7,32.081505901070074,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1237,60,357,123.7,96.9834464683994,123.7,0.0312042951583862,10,9405.78888888889,BENIGN
27.6,6,76.2,112.07135280144716,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,18624,60,7306,1862.4,2232.564454712214,1862.4,0.0089661836624145,10,4984344.044444445,BENIGN
27.6,6,198.4,367.74075892544016,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,752,60,164,75.2,31.25806562579756,75.2,0.0028913021087646,10,977.0666666666664,BENIGN
32.0,6,181.2,602.5519688546021,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5004,66,2962,500.4,977.3255115648806,500.4,0.0017307043075561,10,955165.1555555556,BENIGN
20.4,6,124.7,81.91072105113092,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,966,60,214,96.6,52.72191195319078,96.6,0.0166300058364868,10,2779.6000000000004,BENIGN
32.0,6,97.6,7662.228717573986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26724,66,5858,2672.4,1779.98671655468,2672.4,0.0005343914031982,10,3168352.711111111,BENIGN
10.4,17,62.9,60.17894549565836,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,606,60,66,60.6,1.897366596101028,60.6,0.0193044185638427,10,3.6000000000000005,BENIGN
19.2,6,73.5,16.436068952815365,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,1519,60,339,151.9,95.09346279669631,151.9,0.0613310098648071,10,9042.766666666668,BENIGN
32.0,6,131.2,428.7996728518121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244,66,2962,1224.4,1142.197803457099,1224.4,0.0025389909744262,10,1304615.8222222226,BENIGN
32.0,6,231.0,2234.102482156173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.002856707572937,10,0.0,BENIGN
13.6,17,51.2,69.7880553605122,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,1491,60,345,149.1,109.43435373673924,149.1,0.0144768953323364,10,11975.877777777778,BENIGN
27.2,6,109.6,47.42257643990127,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,3508,66,1514,350.8,506.6341656242478,350.8,0.021101689338684,10,256678.17777777772,BENIGN
16.4,6,170.6,175.5063749304344,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1007,60,230,100.7,60.99371552326792,100.7,0.0080645084381103,10,3720.233333333334,BENIGN
32.0,6,64.0,778.9443969839914,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26724,1514,7306,2672.4,1779.9867165546802,2672.4,0.0013221025466918,10,3168352.711111112,BENIGN
29.6,6,214.5,372.5786364645792,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,711,60,123,71.1,18.33303030052588,71.1,0.0040179967880249,10,336.09999999999985,BENIGN
29.6,6,174.9,105.79227474739322,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,902,66,218,90.2,53.06976540366463,90.2,0.0100479841232299,10,2816.4,BENIGN
32.0,6,231.0,603.2799712333693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0033533096313476,10,0.0,BENIGN
32.0,6,198.0,1323.7924504481755,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2108,66,1514,210.8,457.8978051923813,210.8,0.000755500793457,10,209670.4,BENIGN
21.2,6,138.3,70.96624863796639,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1201,66,230,120.1,61.7080041629753,120.1,0.0215291023254394,10,3807.877777777777,BENIGN
10.4,17,74.5,207.0300206323978,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,961,60,230,96.1,67.94188693287816,96.1,0.005439805984497,10,4616.099999999999,BENIGN
20.0,6,166.6,34.22817948498239,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1903,66,345,190.3,136.29954756589132,190.3,0.0293427944183349,10,18577.566666666666,BENIGN
28.8,6,107.7,225.32697979510377,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,21411,60,7306,2141.1,2595.4184612291115,2141.1,0.0045338869094848,10,6736196.988888888,BENIGN
27.2,6,114.1,555.0884715660195,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,6530,60,1514,653.0,741.5672592556929,653.0,0.0018686056137084,10,549922.0,BENIGN
29.6,6,215.2,610.6846044087242,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,690,66,96,69.0,9.486832980505138,69.0,0.0016376018524169,10,90.0,BENIGN
32.0,6,167.6,770.0633411056236,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4156,66,2962,415.6,908.3249785548488,415.6,0.0013644933700561,10,825054.2666666668,BENIGN
32.0,6,163.8,119.8478722401127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7900,66,2962,790.0,1230.5633759470588,790.0,0.0083595037460327,10,1514286.2222222222,BENIGN
8.0,17,64.0,54.40428769143564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0187305927276611,10,0.0,BENIGN
29.6,6,180.9,940.82770687064,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3550,60,1514,355.0,610.8494995586974,355.0,0.00170259475708,10,373137.1111111111,BENIGN
27.2,6,114.1,354.2965265576429,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,7888,60,1514,788.8,764.4310593143402,788.8,0.0030285120010375,10,584354.8444444444,BENIGN
32.0,6,164.4,96.54551397437608,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2384,66,1514,238.4,455.1244518444012,238.4,0.010441517829895,10,207138.26666666663,BENIGN
22.4,6,43.6,29.175351744794693,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.7,1018,60,172,101.8,50.3626845988178,101.8,0.0404093980789184,10,2536.4,BENIGN
20.8,6,67.6,188.21367030442275,0.0,0.0,0.0,0.0,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.0,0.9,0.9,9376,60,1514,937.6,744.2656634413398,937.6,0.0053132057189941,10,553931.3777777777,BENIGN
29.6,6,199.6,211.57280926534972,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,835,66,230,83.5,51.59080452087476,83.5,0.0085650920867919,10,2661.611111111112,BENIGN
8.0,17,60.4,219.1495898427295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0062049865722656,10,0.0,BENIGN
23.6,6,83.1,41.36729005698686,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,5869,60,1514,586.9,650.373303060122,586.9,0.0241837978363037,10,422985.4333333333,BENIGN
24.0,6,167.3,168.73326467559218,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,842,66,172,84.2,33.525446388609886,84.2,0.0063801050186157,10,1123.9555555555555,BENIGN
32.0,6,64.0,476.5279829125861,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13782,156,1514,1378.2,429.4373062508658,1378.2,0.0054866075515747,10,184416.3999999999,BENIGN
32.0,6,148.2,95.1818854360031,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3703,66,1514,370.3,603.4861776931322,370.3,0.011832308769226,10,364195.5666666667,BENIGN
32.0,6,64.0,2344.2342946568297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16588,1514,2962,1658.8,457.8978051923813,1658.8,0.000715684890747,10,209670.4,BENIGN
27.2,6,100.7,40.55594555028902,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,5039,66,2483,503.9,822.3456221213937,503.9,0.0285047054290771,10,676252.3222222221,BENIGN
17.6,6,96.9,83.76261390710093,0.1,0.0,0.0,0.2,0.6,0.0,0.0,6,0,1,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.3,0.0,0.0,0.7,0.7,917,60,230,91.7,57.02251017507618,91.7,0.011971378326416,10,3251.5666666666666,BENIGN
32.0,6,63.6,653.1657712372498,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13692,66,1514,1369.2,457.8978051923814,1369.2,0.0033859014511108,10,209670.40000000005,BENIGN
32.0,6,64.0,850.9960030028202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22380,1514,4410,2238.0,1230.5633759470588,2238.0,0.0012753009796142,10,1514286.2222222222,BENIGN
29.6,6,61.0,39.49323513155454,0.1,0.0,0.0,0.5,0.9,0.0,0.0,9,0,1,0,0.1,0.5,0.0,0.0,0.0,0.3,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1052,60,156,105.2,44.314030885638616,105.2,0.025377082824707,10,1963.733333333333,BENIGN
32.0,6,80.9,956.2936616507068,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34518,135,10202,3451.8,3517.503180129653,3451.8,0.0011410951614379,10,12372828.622222224,BENIGN
27.2,6,79.0,36.04800207643444,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9558,60,4410,955.8,1386.4228792111012,955.8,0.0338384866714477,10,1922168.4,BENIGN
28.0,6,119.7,220.32726260328727,0.0,0.1,0.0,0.2,0.7,0.0,0.0,7,1,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,3981,66,1661,398.1,629.124691756553,398.1,0.0045785903930664,10,395797.8777777779,BENIGN
22.4,6,120.1,34.966257589437184,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1400,60,230,140.0,70.92405954415062,140.0,0.0299862146377563,10,5030.222222222223,BENIGN
28.0,6,181.0,244.89283066018183,0.0,0.1,0.0,0.1,0.8,0.0,0.0,8,1,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1123,60,533,112.3,147.86934923926745,112.3,0.00419921875,10,21865.344444444447,BENIGN
32.0,6,64.0,865.4294851955019,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14305,679,1514,1430.5,264.0501846240597,1430.5,0.0014775991439819,10,69722.5,BENIGN
23.6,6,131.9,613.9832828305008,0.0,0.1,0.0,0.0,0.9,0.0,0.0,9,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,778,60,214,77.8,47.948583573101175,77.8,0.0022146940231323,10,2299.0666666666675,BENIGN
27.2,6,89.1,201.68995662585715,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,12436,66,2962,1243.6,889.9002690688934,1243.6,0.0052572011947631,10,791922.488888889,BENIGN
32.0,6,114.1,293.3592586116454,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244,66,2962,1224.4,915.7956103847628,1224.4,0.0036962985992431,10,838681.6000000002,BENIGN
22.4,6,153.5,72.03737290464413,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1066,66,178,106.6,48.23138673796003,106.6,0.0182483911514282,10,2326.266666666667,BENIGN
16.0,17,54.9,83.10341206517023,0.0,0.1,0.0,0.1,0.2,0.0,0.0,2,1,0,0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,6489,60,4410,648.9,1361.6002390977724,648.9,0.0120912075042724,10,1853955.2111111109,BENIGN
19.6,6,72.4,42.02882082330036,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,838,60,176,83.8,48.62966629994951,83.8,0.0313090085983276,10,2364.8444444444444,BENIGN
32.0,6,99.4,15744.384384384384,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11888,66,4254,1188.8,1436.7346310296832,1188.8,0.0001001119613647,10,2064206.4,BENIGN
20.4,6,169.6,176.23274145160883,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,2602,60,1225,260.2,359.24173229487445,260.2,0.0057558059692382,10,129054.62222222224,BENIGN
